小韻號,首字,音韻地位,反切,直音,細分轄字
3598,白,並二庚入,傍陌,,
3599,伯,幫二庚入,博陌,,
3600,劇,羣開三B庚入,奇逆,,
3601,戟,見開三B庚入,几劇,,
3602,𡩡,生開三庚入,山戟,,
3603,柵,初開三庚入,測戟,,
3604,嚄,匣合二庚入,胡伯,,
3605,嘖,莊開二庚入,側伯,,
3606,齚,崇開二庚入,鋤（鉏）陌,,
3607,隙,溪開三B庚入,綺戟,,
3608,額,疑開二庚入,五陌,,
3609,逆,疑開三B庚入,宜戟,,
3610,客,溪開二庚入,苦格,,
3611,啞,影開二庚入,烏格,,
3612,虩,曉開三B庚入,許郤,,
3613,坼,徹開二庚入,丑格,,
3614,䪝,影合二庚入,乙白,,
3615,拍,滂二庚入,普伯,,
3616,赫,曉開二庚入,呼格,,
3617,垎,匣開二庚入,胡格,,
3618,格,見開二庚入,古伯,,
3619,謋,曉合二庚入,虎伯,,
3620,宅,澄開二庚入,場伯,,
3621,虢,見合二庚入,古伯,,
3622,擭,影合二庚入,一虢,,
3623,蹃,孃開二庚入,女白,,
3624,𧍕,溪合二庚入,丘擭,,
3625,欂,並三B庚入,弼戟,,
3626,麥,明二耕入,莫獲,,
3627,獲,匣合二耕入,胡麥,,
3628,蟈,見合二耕入,古獲,,
3629,檗,幫二耕入,博厄（戹）,,
3630,䌟,並二耕入,蒲革,,
3631,賾,崇開二耕入,士革,,
3632,責,莊開二耕入,側革,,
3633,䞰,崇合二耕入,查獲,,
3634,策,初開二耕入,楚革,,
3635,礊,溪開二耕入,楷革,,
3636,剨,曉合二耕入,呼麥,,
3637,覈,匣開二耕入,下革,,
3638,隔,見開二耕入,古核,,
3639,摘,知開二耕入,陟革,,
3640,戹,影開二耕入,於革,,
3641,栜,生開二耕入,山責,,
3642,𢶉,滂二耕入,普麥,,
3643,虉,疑開二耕入,五革,,
3644,礐,來開二耕入,力摘,,
3645,㩇,匣合二耕入,簪｟子｠〈于〉摑,,
3646,𢷾,生合二耕入,砂（沙）獲,,
3647,𧾛,羣合三B庚入,求獲,,
3648,疒,孃開二耕入,尼戹,,
3649,昔,心開三清入,思積,,
3650,積,精開三清入,資昔,,
3651,益,影開三A清入,伊昔,,
3652,繹,以開三清入,羊益,,
3653,釋,書開三清入,施隻,,
3654,尺,昌開三清入,昌石,,
3655,石,常開三清入,常隻,,
3656,隻,章開三清入,之石,,
3657,擲,澄開三清入,直炙,,
3658,皵,清開三清入,七迹,,
3659,席,邪開三清入,祥易,,
3660,籍,從開三清入,秦昔,,
3661,擗,並三A清入,房益,,
3662,役,以合三清入,營隻,,
3663,瞁,曉合三A清入,許役,,
3664,辟,幫三A清入,必益,,
3665,僻,滂三A清入,芳辟,,
3666,麝,船開三清入,食亦,,
3667,碧,幫三B庚入,彼役,,
3668,𪐏,知開三清入,竹益,,
3669,彳,徹開三清入,丑亦,,
3670,𦳮,章合三清入,之｟志｠〈？〉役,,
3671,𥄎,曉合三A清入,七〈火〉役,,
3672,錫,心開四青入,先擊,,
3673,激,見開四青入,古歷,,
3674,霹,滂四青入,普擊,,
3675,靂,來開四青入,郎擊,,
3676,的,端開四青入,都歷,,
3677,檄,匣開四青入,胡狄,,
3678,鷁,疑開四青入,五歷,,
3679,荻,定開四青入,徒歷,,
3680,逖,透開四青入,他歷,,
3681,績,精開四青入,則歷,,
3682,燩,溪開四青入,苦擊,,
3683,惄,泥開四青入,奴歷,,
3684,寂,從開四青入,前歷,,
3685,覓,明四青入,莫狄,,
3686,甓,並四青入,扶歷,,
3687,壁,幫四青入,北激,,
3688,闃,溪合四青入,苦鶪,,
3689,郹,見合四青入,古闃,,
3690,戚,清開四青入,倉歷,,
3691,赥,曉開四青入,許激,,
3692,𥍟,曉合四青入,呼狊,,
3693,𣤩,透開四青入,丑歷,,
3694,職,章開三蒸入,之翼,,
3695,直,澄開三蒸入,除力,,
3696,力,來開三蒸入,林直,,
3697,敕,徹開三蒸入,恥力,,
3698,陟,知開三蒸入,竹力,,
3699,食,船開三蒸入,乘力,,
3700,息,心開三蒸入,相即,,
3701,寔,常開三蒸入,常職,,
3702,識,書開三蒸入,賞職,,
3703,赩,曉開三C蒸入,許極,,
3704,崱,崇開三蒸入,士力,,
3705,極,羣開三C蒸入,渠力,,
3706,匿,孃開三蒸入,女力,,
3707,測,初開三蒸入,初力,,
3708a,憶,影開三C蒸入,於力,,憶億臆肊𠶷繶醷澺薏𦺳䗷𩍖檍𣚍癔
3708b,抑,影開三B蒸入,於力〖棘〗,,抑𡊁
3709,色,生開三蒸入,所力,,
3710,䩯,溪開三C蒸入,丘力,,
3711,殛,見開三C蒸入,紀力,,
3712,弋,以開三蒸入,與職,,
3713,即,精開三蒸入,子力,,
3714,逼,幫三B蒸入,彼側,,
3715,域,云合三B蒸入,雨逼,,
3716,洫,曉合三B蒸入,況逼,,
3717,堛,滂三B蒸入,芳逼,,
3718,稄,莊開三蒸入,阻力,,
3719,愎,並三B蒸入,符逼,,
3720,嶷,疑開三C蒸入,魚力,,
3721,堲,從開三蒸入,秦力,,
3722,𡮞,知開三蒸入,丁力,,
3723,䁇,明三B蒸入,亡逼,,
3724,瀷,昌開三蒸入,昌力,,
3725,德,端開一登入,多則,,
3726,則,精開一登入,子德,,
3727,勒,來開一登入,盧則,,
3728,忒,透開一登入,他德,,
3729,刻,溪開一登入,苦得,,
3730,特,定開一登入,徒得,,
3731,黑,曉開一登入,呼北,,
3732,墨,明一登入,莫北,,
3733,賊,從開一登入,昨則,,
3734,塞,心開一登入,蘇則,,
3735,北,幫一登入,博墨,,
3736,菔,並一登入,蒲北,,
3737,或,匣合一登入,胡國,,
3738,國,見合一登入,古或,,
3739,餩,影開一登入,愛黑,,
3740,劾,匣開一登入,胡得,,
3741,䘅,泥開一登入,奴勒,,
3742,裓,見開一登入,古得,,
3743,墄,清開一登入,七則,,
3744,覆,滂一登入,匹北,,
3745,𢃤,曉合一登入,呼或,,
3746,緝,清開三侵入,七入,,
3747,十,常開三侵入,是執,,
3748,執,章開三侵入,之入,,
3749,習,邪開三侵入,似入,,
3750,集,從開三侵入,秦入,,
3751,入,日開三侵入,人執,,
3752,揖,影開三A侵入,伊入,,
3753,溼,書開三侵入,失入,,
3754,㗱,精開三侵入,子入,,
3755,及,羣開三B侵入,其立,,
3756,蟄,澄開三侵入,直立,,
3757,縶,知開三侵入,陟立,,
3758,立,來開三侵入,力入,,
3759,急,見開三B侵入,居立,,
3760,岌,疑開三B侵入,魚及,,
3761,泣,溪開三B侵入,去急,,
3762,𩎕,心開三侵入,先立,,
3763,歰,生開三侵入,色立,,
3764,吸,曉開三B侵入,許及,,
3765,戢,莊開三侵入,阻立,,
3766,邑,影開三B侵入,於汲,,
3767,湁,徹開三侵入,丑入,,
3768,煜,云開三B侵入,爲立,,
3769,熠,以開三侵入,羊入,,
3770,孨,孃開三侵入,尼立,,
3771,霵,崇開三侵入,仕戢,,
3772,𪀐,並三B侵入,皮及,,
3773,鵖,幫三B侵入,彼及,,
3774,㞚,初開三侵入,初戢,,
3775,卙,昌開三侵入,昌汁,,
3776,合,匣開一覃入,侯閤,,
3777,閤,見開一覃入,古沓,,
3778,答,端開一覃入,都合,,
3779,趿,心開一覃入,蘇合,,
3780,沓,定開一覃入,徒合,,
3781,錔,透開一覃入,他合,,
3782,雜,從開一覃入,徂合,,
3783,帀,精開一覃入,子荅,,
3784,拉,來開一覃入,盧合,,
3785,納,泥開一覃入,奴荅,,
3786,溘,溪開一覃入,口荅,,
3787,姶,影開一覃入,烏合,,
3788,欱,曉開一覃入,呼合,,
3789,𣊡,疑開一覃入,五合,,
3790,䟃,清開一覃入,七合,,
3791,遪,清開一覃入,士〈七〉合,,
3792,唈,影開一覃入,烏荅,,
3793,盍,匣開一談入,胡臘,,
3794,臘,來開一談入,盧盍,,
3795,㿴,端開一談入,都搕〈榼〉,,
3796,榻,透開一談入,吐盍,,
3797,𣣹,曉開一談入,呼盍,,
3798,魶,泥開一談入,奴盍,,
3799,蹋,定開一談入,徒盍,,
3800,𠎷,心開一談入,私盍,,
3801,儑,疑開一談入,五盍,,
3802,䪞,從開一談入,才盍,,
3803,䫦,見開一談入,古盍,,
3804,榼,溪開一談入,苦盍,,
3805,鰪,影開一談入,安盍,,
3806,囃,清開一談入,倉雜〖臘〗,,
3807,砝,見開一談入,居盍,,
3808,譫,章開三鹽入,章盍,,
3809,葉,以開三鹽入,與涉,,
3810,接,精開三鹽入,即葉,,
3811,攝,書開三鹽入,書涉,,
3812,涉,常開三鹽入,時攝,,
3813,獵,來開三鹽入,良涉,,
3814,捷,從開三鹽入,疾葉,,
3815,䐑,澄開三鹽入,直葉,,
3816,㪑,影開三B鹽入,於輒,,
3817,聶,孃開三鹽入,尼輒,,
3818,謵,昌開三鹽入,叱涉,,
3819,讘,日開三鹽入,而涉,,
3820,讋,章開三鹽入,之涉,,
3821,妾,清開三鹽入,七接,,
3822,鍤,徹開三鹽入,丑輒,,
3823,衱,羣開三B鹽入,其輒,,
3824,輒,知開三鹽入,陟葉,,
3825,曄,云開三B鹽入,筠輒,,
3826,𤷾,溪開三B鹽入,去涉,,
3827,萐,生開三鹽入,山輒,,
3828,𦀖,見開三B鹽入,居輒,,
3829,魘,影開三A鹽入,於葉,,
3830,怗,透開四添入,他協,,
3831,協,匣開四添入,胡頰,,
3832,頰,見開四添入,古協,,
3833,愜,溪開四添入,苦協,,
3834,牒,定開四添入,徒協,,
3835,苶,泥開四添入,奴協,,
3836,燮,心開四添入,蘇協,,
3837,㼲,來開四添入,盧協,,
3838,聑,端開四添入,丁愜,,
3839,䕹,從開四添入,在協,,
3840,浹,精開四添入,子協,,
3841,弽,曉開四添入,呼牒,,
3842,䢡,心開四添入,先頰,,
3843,洽,匣開二咸入,侯夾,,
3844,恰,溪開二咸入,苦洽,,
3845,箑,崇開二咸入,七〈士〉洽,,
3846,夾,見開二咸入,古洽,,
3847,眨,莊開二咸入,側洽,,
3848,插,初開二咸入,楚洽,,
3849,㘝,孃開二咸入,女洽,,
3850,䶎,曉開二咸入,呼洽,,
3851,霎,生開二咸入,山洽,,
3852,劄,知開二咸入,竹洽,,
3853,𨂁,影開二咸入,烏洽,,
3854,䀴,疑開四青上,五夾｟洽｠〈冷〉,,
3855,𥃐,徹開二咸入,丑㘝,,
3856,狎,匣開二銜入,胡甲,,
3857,𠗨,澄開二銜入,丈甲,,
3858,鴨,影開二銜入,烏甲,,
3859,甲,見開二銜入,古狎,,
3860,翣,生開二銜入,所甲,,
3861,呷,曉開二銜入,呼甲,,
3862,業,疑開三C嚴入,魚怯,,
3863,脅,曉開三C嚴入,虛業,,
3864,怯,溪開三C嚴入,去劫,,
3865,劫,見開三C嚴入,居怯,,
3866,腌,影開三C嚴入,於業,,
3867,殜,以開三嚴入,余業,,
3868,跲,羣開三C嚴入,巨業,,
3869,乏,並三C凡入,房法,,
3870,法,幫三C凡入,方乏,,
3871,𥎰,滂三C凡入,孚法,,
3872,猲,溪開三C嚴入,起法,,
3873,䎎,孃開三嚴入,女法,,
3874,𦑣,徹開三嚴入,丑法,,
