小韻號	首字	反切	音韻地位	細分轄字
3795	㿴	都搕〈榼〉	端開一談入	
3796	榻	吐盍	透開一談入	
3797	𣣹	呼盍	曉開一談入	
3798	魶	奴盍	泥開一談入	
3799	蹋	徒盍	定開一談入	
3800	𠎷	私盍	心開一談入	
3801	儑	五盍	疑開一談入	
3802	䪞	才盍	從開一談入	
3803	䫦	古盍	見開一談入	
3804	榼	苦盍	溪開一談入	
3805	鰪	安盍	影開一談入	
3806	囃	倉雜（臘）	清開一談入	
3807	砝	居盍	見開一談入	
3808	譫	章盍	章開三鹽入	
3809	葉	與涉	以開三鹽入	
3810	接	即葉	精開三鹽入	
3811	攝	書涉	書開三鹽入	
3812	涉	時攝	常開三鹽入	
3813	獵	良涉	來開三鹽入	
3814	捷	疾葉	從開三鹽入	
3815	䐑	直葉	澄開三鹽入	
3816	㪑	於輒	影開三B鹽入	
3817	聶	尼輒	孃開三鹽入	
3818	謵	叱涉	昌開三鹽入	
3819	讘	而涉	日開三鹽入	
3820	讋	之涉	章開三鹽入	
3821	妾	七接	清開三鹽入	
3822	鍤	丑輒	徹開三鹽入	
3823	衱	其輒	羣開三B鹽入	
3824	輒	陟葉	知開三鹽入	
3825	曄	筠輒	云開三B鹽入	
3826	𤷾	去涉	溪開三B鹽入	
3827	萐	山輒	生開三鹽入	
3828	𦀖	居輒	見開三B鹽入	
3829	魘	於葉	影開三A鹽入	
3830	怗	他協	透開四添入	
3831	協	胡頰	匣開四添入	
3832	頰	古協	見開四添入	
3833	愜	苦協	溪開四添入	
3834	牒	徒協	定開四添入	
3835	苶	奴協	泥開四添入	
3836	燮	蘇協	心開四添入	
3837	㼲	盧協	來開四添入	
3838	聑	丁愜	端開四添入	
3839	䕹	在協	從開四添入	
3840	浹	子協	精開四添入	
3841	弽	呼牒	曉開四添入	
3842	䢡	先頰	心開四添入	
3843	洽	侯夾	匣開二咸入	
3844	恰	苦洽	溪開二咸入	
3845	箑	七〈士〉洽	崇開二咸入	
3846	夾	古洽	見開二咸入	
3847	眨	側洽	莊開二咸入	
3848	插	楚洽	初開二咸入	
3849	㘝	女洽	孃開二咸入	
3850	䶎	呼洽	曉開二咸入	
3851	霎	山洽	生開二咸入	
3852	劄	竹洽	知開二咸入	
3853	𨂁	烏洽	影開二咸入	
3854	䀴	五夾｟洽｠〈冷〉	疑開四青上	
3855	𥃐	丑㘝	徹開二咸入	
3856	狎	胡甲	匣開二銜入	
3857	𠗨	丈甲	澄開二銜入	
3858	鴨	烏甲	影開二銜入	
3859	甲	古狎	見開二銜入	
3860	翣	所甲	生開二銜入	
3861	呷	呼甲	曉開二銜入	
3862	業	魚怯	疑開三C嚴入	
3863	脅	虛業	曉開三C嚴入	
3864	怯	去劫	溪開三C嚴入	
3865	劫	居怯	見開三C嚴入	
3866	腌	於業	影開三C嚴入	
3867	殜	余業	以開三嚴入	
3868	跲	巨業	羣開三C嚴入	
3869	乏	房法	並三C凡入	
3870	法	方乏	幫三C凡入	
3871	𥎰	孚法	滂三C凡入	
3872	猲	起法	溪開三C嚴入	
3873	䎎	女法	孃開三嚴入	
3874	𦑣	丑法	徹開三嚴入	
